YYYY-MM-DD;hh:mm;Original;Calculated;Flag
17-1-1941;--:--;146250;146250;-999
18-1-1941;--:--;147125;147125;-999
19-1-1941;--:--;148000;148000;-999
20-1-1941;--:--;148650;148650;-999
21-1-1941;--:--;149400;149400;-999
22-1-1941;--:--;149850;149850;-999
23-1-1941;--:--;149850;149850;-999
24-1-1941;--:--;150300;150300;-999
25-1-1941;--:--;151200;151200;-999
26-1-1941;--:--;151750;151750;-999
27-1-1941;--:--;152625;152625;-999
28-1-1941;--:--;153000;153000;-999
29-1-1941;--:--;153500;153500;-999
30-1-1941;--:--;154000;154000;-999
31-1-1941;--:--;154350;154350;-999
1-2-1941;--:--;154700;154700;-999
2-2-1941;--:--;155050;155050;-999
3-2-1941;--:--;155050;155050;-999
4-2-1941;--:--;155400;155400;-999
5-2-1941;--:--;155400;155400;-999
6-2-1941;--:--;155225;155225;-999
7-2-1941;--:--;154875;154875;-999
8-2-1941;--:--;155050;155050;-999
9-2-1941;--:--;155225;155225;-999
10-2-1941;--:--;155750;155750;-999
11-2-1941;--:--;156800;156800;-999
12-2-1941;--:--;158300;158300;-999
13-2-1941;--:--;159100;159100;-999
14-2-1941;--:--;159900;159900;-999
15-2-1941;--:--;161300;161300;-999
16-2-1941;--:--;161675;161675;-999
17-2-1941;--:--;162375;162375;-999
18-2-1941;--:--;162725;162725;-999
19-2-1941;--:--;163250;163250;-999
20-2-1941;--:--;163950;163950;-999
21-2-1941;--:--;164475;164475;-999
22-2-1941;--:--;165450;165450;-999
23-2-1941;--:--;165900;165900;-999
24-2-1941;--:--;167475;167475;-999
25-2-1941;--:--;169275;169275;-999
26-2-1941;--:--;171700;171700;-999
27-2-1941;--:--;172525;172525;-999
28-2-1941;--:--;173900;173900;-999
1-3-1941;--:--;174725;174725;-999
2-3-1941;--:--;174725;174725;-999
3-3-1941;--:--;175325;175325;-999
4-3-1941;--:--;175650;175650;-999
5-3-1941;--:--;175650;175650;-999
6-3-1941;--:--;175650;175650;-999
7-3-1941;--:--;175975;175975;-999
8-3-1941;--:--;175325;175325;-999
9-3-1941;--:--;175000;175000;-999
10-3-1941;--:--;176300;176300;-999
11-3-1941;--:--;177275;177275;-999
12-3-1941;--:--;178250;178250;-999
13-3-1941;--:--;178900;178900;-999
14-3-1941;--:--;180850;180850;-999
15-3-1941;--:--;181850;181850;-999
16-3-1941;--:--;182900;182900;-999
17-3-1941;--:--;184650;184650;-999
18-3-1941;--:--;185700;185700;-999
19-3-1941;--:--;187800;187800;-999
20-3-1941;--:--;187800;187800;-999
21-3-1941;--:--;188150;188150;-999
22-3-1941;--:--;188500;188500;-999
23-3-1941;--:--;188500;188500;-999
24-3-1941;--:--;189250;189250;-999
25-3-1941;--:--;190000;190000;-999
26-3-1941;--:--;190750;190750;-999
27-3-1941;--:--;191500;191500;-999
28-3-1941;--:--;193000;193000;-999
29-3-1941;--:--;194125;194125;-999
30-3-1941;--:--;195250;195250;-999
31-3-1941;--:--;196000;196000;-999
1-4-1941;--:--;196800;196800;-999
2-4-1941;--:--;197600;197600;-999
3-4-1941;--:--;198400;198400;-999
4-4-1941;--:--;198000;198000;-999
5-4-1941;--:--;199200;199200;-999
6-4-1941;--:--;200000;200000;-999
7-4-1941;--:--;200400;200400;-999
8-4-1941;--:--;201600;201600;-999
9-4-1941;--:--;203200;203200;-999
10-4-1941;--:--;204000;204000;-999
11-4-1941;--:--;204800;204800;-999
12-4-1941;--:--;207200;207200;-999
13-4-1941;--:--;208800;208800;-999
14-4-1941;--:--;210400;210400;-999
15-4-1941;--:--;211200;211200;-999
16-4-1941;--:--;212400;212400;-999
17-4-1941;--:--;214000;214000;-999
18-4-1941;--:--;214800;214800;-999
19-4-1941;--:--;215200;215200;-999
20-4-1941;--:--;216000;216000;-999
21-4-1941;--:--;216000;216000;-999
22-4-1941;--:--;216000;216000;-999
23-4-1941;--:--;216800;216800;-999
24-4-1941;--:--;217200;217200;-999
25-4-1941;--:--;217200;217200;-999
26-4-1941;--:--;217600;217600;-999
27-4-1941;--:--;217600;217600;-999
28-4-1941;--:--;219200;219200;-999
29-4-1941;--:--;219200;219200;-999
30-4-1941;--:--;219600;219600;-999
1-5-1941;--:--;220000;220000;-999
2-5-1941;--:--;219600;219600;-999
3-5-1941;--:--;219200;219200;-999
4-5-1941;--:--;219600;219600;-999
5-5-1941;--:--;219200;219200;-999
6-5-1941;--:--;219600;219600;-999
7-5-1941;--:--;220000;220000;-999
8-5-1941;--:--;220450;220450;-999
9-5-1941;--:--;220450;220450;-999
10-5-1941;--:--;220000;220000;-999
11-5-1941;--:--;221800;221800;-999
12-5-1941;--:--;221800;221800;-999
13-5-1941;--:--;222700;222700;-999
14-5-1941;--:--;222700;222700;-999
15-5-1941;--:--;223600;223600;-999
16-5-1941;--:--;224050;224050;-999
17-5-1941;--:--;224050;224050;-999
18-5-1941;--:--;222700;222700;-999
19-5-1941;--:--;221800;221800;-999
20-5-1941;--:--;221800;221800;-999
21-5-1941;--:--;220900;220900;-999
22-5-1941;--:--;221350;221350;-999
23-5-1941;--:--;220000;220000;-999
24-5-1941;--:--;220000;220000;-999
25-5-1941;--:--;220000;220000;-999
26-5-1941;--:--;219200;219200;-999
27-5-1941;--:--;218800;218800;-999
28-5-1941;--:--;219600;219600;-999
29-5-1941;--:--;219200;219200;-999
30-5-1941;--:--;219600;219600;-999
31-5-1941;--:--;218400;218400;-999
1-6-1941;--:--;217600;217600;-999
2-6-1941;--:--;216400;216400;-999
3-6-1941;--:--;215200;215200;-999
4-6-1941;--:--;214000;214000;-999
5-6-1941;--:--;212800;212800;-999
6-6-1941;--:--;212000;212000;-999
7-6-1941;--:--;212000;212000;-999
8-6-1941;--:--;212800;212800;-999
9-6-1941;--:--;213600;213600;-999
10-6-1941;--:--;214400;214400;-999
11-6-1941;--:--;214400;214400;-999
12-6-1941;--:--;214400;214400;-999
13-6-1941;--:--;214400;214400;-999
14-6-1941;--:--;214800;214800;-999
15-6-1941;--:--;214400;214400;-999
16-6-1941;--:--;213600;213600;-999
17-6-1941;--:--;213200;213200;-999
18-6-1941;--:--;211200;211200;-999
19-6-1941;--:--;210000;210000;-999
20-6-1941;--:--;209600;209600;-999
21-6-1941;--:--;209200;209200;-999
22-6-1941;--:--;208800;208800;-999
23-6-1941;--:--;208000;208000;-999
24-6-1941;--:--;208400;208400;-999
25-6-1941;--:--;208000;208000;-999
26-6-1941;--:--;208000;208000;-999
27-6-1941;--:--;208000;208000;-999
28-6-1941;--:--;207600;207600;-999
29-6-1941;--:--;207200;207200;-999
30-6-1941;--:--;207200;207200;-999
1-7-1941;--:--;206800;206800;-999
2-7-1941;--:--;206800;206800;-999
3-7-1941;--:--;207600;207600;-999
4-7-1941;--:--;207200;207200;-999
5-7-1941;--:--;206400;206400;-999
6-7-1941;--:--;207600;207600;-999
7-7-1941;--:--;207200;207200;-999
8-7-1941;--:--;206800;206800;-999
9-7-1941;--:--;206800;206800;-999
10-7-1941;--:--;206400;206400;-999
11-7-1941;--:--;206800;206800;-999
12-7-1941;--:--;206400;206400;-999
13-7-1941;--:--;205600;205600;-999
14-7-1941;--:--;205200;205200;-999
15-7-1941;--:--;204000;204000;-999
16-7-1941;--:--;202400;202400;-999
17-7-1941;--:--;201200;201200;-999
18-7-1941;--:--;200000;200000;-999
19-7-1941;--:--;199200;199200;-999
20-7-1941;--:--;197600;197600;-999
21-7-1941;--:--;196800;196800;-999
22-7-1941;--:--;195625;195625;-999
23-7-1941;--:--;194875;194875;-999
24-7-1941;--:--;194500;194500;-999
25-7-1941;--:--;194125;194125;-999
26-7-1941;--:--;193750;193750;-999
27-7-1941;--:--;193000;193000;-999
28-7-1941;--:--;192250;192250;-999
29-7-1941;--:--;191500;191500;-999
30-7-1941;--:--;189250;189250;-999
31-7-1941;--:--;188150;188150;-999
1-8-1941;--:--;187450;187450;-999
2-8-1941;--:--;185700;185700;-999
3-8-1941;--:--;184300;184300;-999
4-8-1941;--:--;183250;183250;-999
5-8-1941;--:--;182200;182200;-999
6-8-1941;--:--;181500;181500;-999
7-8-1941;--:--;180200;180200;-999
8-8-1941;--:--;179225;179225;-999
9-8-1941;--:--;177600;177600;-999
10-8-1941;--:--;177600;177600;-999
11-8-1941;--:--;176625;176625;-999
12-8-1941;--:--;175000;175000;-999
13-8-1941;--:--;173350;173350;-999
14-8-1941;--:--;171700;171700;-999
15-8-1941;--:--;169500;169500;-999
16-8-1941;--:--;168150;168150;-999
17-8-1941;--:--;166350;166350;-999
18-8-1941;--:--;165225;165225;-999
19-8-1941;--:--;163950;163950;-999
20-8-1941;--:--;162725;162725;-999
21-8-1941;--:--;161850;161850;-999
22-8-1941;--:--;160900;160900;-999
23-8-1941;--:--;160300;160300;-999
24-8-1941;--:--;159500;159500;-999
25-8-1941;--:--;159100;159100;-999
26-8-1941;--:--;158700;158700;-999
27-8-1941;--:--;158300;158300;-999
28-8-1941;--:--;157500;157500;-999
29-8-1941;--:--;156800;156800;-999
30-8-1941;--:--;155750;155750;-999
31-8-1941;--:--;154175;154175;-999
1-9-1941;--:--;153125;153125;-999
2-9-1941;--:--;152000;152000;-999
3-9-1941;--:--;150900;150900;-999
4-9-1941;--:--;149850;149850;-999
5-9-1941;--:--;149100;149100;-999
6-9-1941;--:--;148000;148000;-999
7-9-1941;--:--;147375;147375;-999
8-9-1941;--:--;146750;146750;-999
9-9-1941;--:--;145800;145800;-999
10-9-1941;--:--;145000;145000;-999
11-9-1941;--:--;144200;144200;-999
12-9-1941;--:--;143200;143200;-999
13-9-1941;--:--;142100;142100;-999
14-9-1941;--:--;140750;140750;-999
15-9-1941;--:--;139375;139375;-999
16-9-1941;--:--;138250;138250;-999
17-9-1941;--:--;136850;136850;-999
18-9-1941;--:--;136100;136100;-999
19-9-1941;--:--;134900;134900;-999
20-9-1941;--:--;134150;134150;-999
21-9-1941;--:--;133700;133700;-999
22-9-1941;--:--;133400;133400;-999
23-9-1941;--:--;133400;133400;-999
24-9-1941;--:--;132800;132800;-999
25-9-1941;--:--;131900;131900;-999
26-9-1941;--:--;131000;131000;-999
27-9-1941;--:--;129500;129500;-999
28-9-1941;--:--;128300;128300;-999
29-9-1941;--:--;126250;126250;-999
30-9-1941;--:--;123975;123975;-999
1-10-1941;--:--;122225;122225;-999
2-10-1941;--:--;120000;120000;-999
3-10-1941;--:--;118200;118200;-999
4-10-1941;--:--;117000;117000;-999
5-10-1941;--:--;116200;116200;-999
6-10-1941;--:--;114600;114600;-999
7-10-1941;--:--;113400;113400;-999
8-10-1941;--:--;111800;111800;-999
9-10-1941;--:--;110000;110000;-999
10-10-1941;--:--;109000;109000;-999
11-10-1941;--:--;107200;107200;-999
12-10-1941;--:--;104950;104950;-999
13-10-1941;--:--;102700;102700;-999
14-10-1941;--:--;100225;100225;-999
15-10-1941;--:--;97500;97500;-999
16-10-1941;--:--;95000;95000;-999
17-10-1941;--:--;93650;93650;-999
18-10-1941;--:--;93200;93200;-999
19-10-1941;--:--;93425;93425;-999
20-10-1941;--:--;93875;93875;-999
21-10-1941;--:--;95250;95250;-999
22-10-1941;--:--;96500;96500;-999
23-10-1941;--:--;97750;97750;-999
24-10-1941;--:--;98500;98500;-999
25-10-1941;--:--;99000;99000;-999
26-10-1941;--:--;97500;97500;-999
27-10-1941;--:--;97000;97000;-999
28-10-1941;--:--;96000;96000;-999
29-10-1941;--:--;96500;96500;-999
30-10-1941;--:--;96500;96500;-999
31-10-1941;--:--;97250;97250;-999
1-11-1941;--:--;98750;98750;-999
2-11-1941;--:--;100675;100675;-999
3-11-1941;--:--;102025;102025;-999
4-11-1941;--:--;103375;103375;-999
5-11-1941;--:--;104725;104725;-999
6-11-1941;--:--;105400;105400;-999
7-11-1941;--:--;106975;106975;-999
8-11-1941;--:--;108325;108325;-999
9-11-1941;--:--;108550;108550;-999
10-11-1941;--:--;109000;109000;-999
11-11-1941;--:--;109600;109600;-999
12-11-1941;--:--;109800;109800;-999
13-11-1941;--:--;110600;110600;-999
14-11-1941;--:--;111000;111000;-999
15-11-1941;--:--;111400;111400;-999
16-11-1941;--:--;111800;111800;-999
17-11-1941;--:--;112600;112600;-999
18-11-1941;--:--;114200;114200;-999
19-11-1941;--:--;116200;116200;-999
20-11-1941;--:--;116000;116000;-999
21-11-1941;--:--;118000;118000;-999
22-11-1941;--:--;118600;118600;-999
23-11-1941;--:--;118600;118600;-999
24-11-1941;--:--;118200;118200;-999
25-11-1941;--:--;117400;117400;-999
26-11-1941;--:--;115000;115000;-999
27-11-1941;--:--;113400;113400;-999
28-11-1941;--:--;118600;118600;-999
29-11-1941;--:--;115000;115000;-999
30-11-1941;--:--;112200;112200;-999
1-12-1941;--:--;110600;110600;-999
2-12-1941;--:--;109800;109800;-999
3-12-1941;--:--;109800;109800;-999
4-12-1941;--:--;110600;110600;-999
5-12-1941;--:--;109800;109800;-999
6-12-1941;--:--;109400;109400;-999
7-12-1941;--:--;109400;109400;-999
8-12-1941;--:--;109800;109800;-999
9-12-1941;--:--;110600;110600;-999
10-12-1941;--:--;111000;111000;-999
11-12-1941;--:--;111800;111800;-999
12-12-1941;--:--;112200;112200;-999
13-12-1941;--:--;112600;112600;-999
14-12-1941;--:--;113000;113000;-999
15-12-1941;--:--;113600;113600;-999
16-12-1941;--:--;114200;114200;-999
17-12-1941;--:--;114400;114400;-999
18-12-1941;--:--;115000;115000;-999
19-12-1941;--:--;115800;115800;-999
20-12-1941;--:--;117400;117400;-999
21-12-1941;--:--;118400;118400;-999
22-12-1941;--:--;119200;119200;-999
23-12-1941;--:--;120200;120200;-999
24-12-1941;--:--;120200;120200;-999
25-12-1941;--:--;120200;120200;-999
26-12-1941;--:--;119800;119800;-999
27-12-1941;--:--;120400;120400;-999
28-12-1941;--:--;121000;121000;-999
29-12-1941;--:--;121000;121000;-999
30-12-1941;--:--;121350;121350;-999
31-12-1941;--:--;123100;123100;-999
1-1-1942;--:--;124150;124150;-999
2-1-1942;--:--;125900;125900;-999
3-1-1942;--:--;127300;127300;-999
4-1-1942;--:--;128600;128600;-999
5-1-1942;--:--;129800;129800;-999
6-1-1942;--:--;130700;130700;-999
7-1-1942;--:--;131300;131300;-999
8-1-1942;--:--;132050;132050;-999
9-1-1942;--:--;132950;132950;-999
10-1-1942;--:--;134150;134150;-999
11-1-1942;--:--;134900;134900;-999
12-1-1942;--:--;135500;135500;-999
13-1-1942;--:--;136700;136700;-999
14-1-1942;--:--;137750;137750;-999
15-1-1942;--:--;138750;138750;-999
16-1-1942;--:--;139750;139750;-999
17-1-1942;--:--;140500;140500;-999
18-1-1942;--:--;141375;141375;-999
19-1-1942;--:--;142600;142600;-999
20-1-1942;--:--;143300;143300;-999
21-1-1942;--:--;144000;144000;-999
22-1-1942;--:--;144000;144000;-999
23-1-1942;--:--;144000;144000;-999
24-1-1942;--:--;143900;143900;-999
25-1-1942;--:--;143600;143600;-999
26-1-1942;--:--;143500;143500;-999
27-1-1942;--:--;143300;143300;-999
28-1-1942;--:--;143300;143300;-999
29-1-1942;--:--;143500;143500;-999
30-1-1942;--:--;143600;143600;-999
31-1-1942;--:--;144100;144100;-999
1-2-1942;--:--;144200;144200;-999
2-2-1942;--:--;144400;144400;-999
3-2-1942;--:--;144700;144700;-999
4-2-1942;--:--;145000;145000;-999
5-2-1942;--:--;145400;145400;-999
6-2-1942;--:--;146125;146125;-999
7-2-1942;--:--;146500;146500;-999
8-2-1942;--:--;146625;146625;-999
9-2-1942;--:--;146875;146875;-999
10-2-1942;--:--;146875;146875;-999
11-2-1942;--:--;147000;147000;-999
12-2-1942;--:--;147125;147125;-999
13-2-1942;--:--;147875;147875;-999
14-2-1942;--:--;148800;148800;-999
15-2-1942;--:--;150000;150000;-999
16-2-1942;--:--;151625;151625;-999
17-2-1942;--:--;152375;152375;-999
18-2-1942;--:--;153000;153000;-999
19-2-1942;--:--;153625;153625;-999
20-2-1942;--:--;154700;154700;-999
21-2-1942;--:--;155750;155750;-999
22-2-1942;--:--;156275;156275;-999
23-2-1942;--:--;156800;156800;-999
24-2-1942;--:--;156800;156800;-999
25-2-1942;--:--;156800;156800;-999
26-2-1942;--:--;156800;156800;-999
27-2-1942;--:--;157325;157325;-999
28-2-1942;--:--;158100;158100;-999
1-3-1942;--:--;159700;159700;-999
2-3-1942;--:--;160500;160500;-999
3-3-1942;--:--;161300;161300;-999
4-3-1942;--:--;162200;162200;-999
5-3-1942;--:--;163600;163600;-999
6-3-1942;--:--;164650;164650;-999
7-3-1942;--:--;165225;165225;-999
8-3-1942;--:--;166575;166575;-999
9-3-1942;--:--;167475;167475;-999
10-3-1942;--:--;168375;168375;-999
11-3-1942;--:--;169050;169050;-999
12-3-1942;--:--;169775;169775;-999
13-3-1942;--:--;171150;171150;-999
14-3-1942;--:--;171150;171150;-999
15-3-1942;--:--;171700;171700;-999
16-3-1942;--:--;172525;172525;-999
17-3-1942;--:--;174725;174725;-999
18-3-1942;--:--;175650;175650;-999
19-3-1942;--:--;176950;176950;-999
20-3-1942;--:--;178250;178250;-999
21-3-1942;--:--;178900;178900;-999
22-3-1942;--:--;180200;180200;-999
23-3-1942;--:--;180850;180850;-999
24-3-1942;--:--;182200;182200;-999
25-3-1942;--:--;182200;182200;-999
26-3-1942;--:--;182200;182200;-999
27-3-1942;--:--;182200;182200;-999
28-3-1942;--:--;182200;182200;-999
29-3-1942;--:--;182200;182200;-999
30-3-1942;--:--;182550;182550;-999
31-3-1942;--:--;183950;183950;-999
1-4-1942;--:--;185700;185700;-999
2-4-1942;--:--;187450;187450;-999
3-4-1942;--:--;188500;188500;-999
4-4-1942;--:--;190000;190000;-999
5-4-1942;--:--;191500;191500;-999
6-4-1942;--:--;192250;192250;-999
7-4-1942;--:--;193375;193375;-999
8-4-1942;--:--;193750;193750;-999
9-4-1942;--:--;194125;194125;-999
10-4-1942;--:--;194500;194500;-999
11-4-1942;--:--;194875;194875;-999
12-4-1942;--:--;195250;195250;-999
13-4-1942;--:--;196000;196000;-999
14-4-1942;--:--;197600;197600;-999
15-4-1942;--:--;200000;200000;-999
16-4-1942;--:--;201200;201200;-999
17-4-1942;--:--;202400;202400;-999
18-4-1942;--:--;203200;203200;-999
19-4-1942;--:--;204400;204400;-999
20-4-1942;--:--;206400;206400;-999
21-4-1942;--:--;207200;207200;-999
22-4-1942;--:--;207600;207600;-999
23-4-1942;--:--;208000;208000;-999
24-4-1942;--:--;208000;208000;-999
25-4-1942;--:--;208000;208000;-999
26-4-1942;--:--;208000;208000;-999
27-4-1942;--:--;208000;208000;-999
28-4-1942;--:--;209200;209200;-999
29-4-1942;--:--;209200;209200;-999
30-4-1942;--:--;209600;209600;-999
1-5-1942;--:--;211200;211200;-999
2-5-1942;--:--;212000;212000;-999
3-5-1942;--:--;212800;212800;-999
4-5-1942;--:--;213600;213600;-999
5-5-1942;--:--;214400;214400;-999
6-5-1942;--:--;215600;215600;-999
7-5-1942;--:--;216000;216000;-999
8-5-1942;--:--;216400;216400;-999
9-5-1942;--:--;216000;216000;-999
10-5-1942;--:--;216000;216000;-999
11-5-1942;--:--;216800;216800;-999
12-5-1942;--:--;216800;216800;-999
13-5-1942;--:--;216800;216800;-999
14-5-1942;--:--;216800;216800;-999
15-5-1942;--:--;217200;217200;-999
16-5-1942;--:--;216800;216800;-999
17-5-1942;--:--;217600;217600;-999
18-5-1942;--:--;217600;217600;-999
19-5-1942;--:--;217200;217200;-999
20-5-1942;--:--;216800;216800;-999
21-5-1942;--:--;216800;216800;-999
22-5-1942;--:--;216800;216800;-999
23-5-1942;--:--;216800;216800;-999
24-5-1942;--:--;216800;216800;-999
25-5-1942;--:--;216800;216800;-999
26-5-1942;--:--;217200;217200;-999
27-5-1942;--:--;217600;217600;-999
28-5-1942;--:--;217600;217600;-999
29-5-1942;--:--;219600;219600;-999
30-5-1942;--:--;221350;221350;-999
31-5-1942;--:--;222700;222700;-999
1-6-1942;--:--;222700;222700;-999
2-6-1942;--:--;223600;223600;-999
3-6-1942;--:--;225850;225850;-999
4-6-1942;--:--;226750;226750;-999
5-6-1942;--:--;225400;225400;-999
